id,name,team,position,jersey,dob,age,western,chinese,chineseEnglish,chineseYearOnly,cnyDiffers,lifePath,lifePathDigitSum,natalCompound,yearsExp,college
00-0038124,Christian Watson,GB,WR,9,1999-05-12,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,45/9,36/9,36/9,4,North Dakota State
00-0040877,Dani Dennis-Sutton,GB,LB,51,2003-12-23,22,Capricorn,Goat,Water Goat,Goat,false,40/4,13/4,13/4,0,Penn State
00-0037547,Daniel Whelan,GB,P,19,1999-02-10,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,40/4,31/4,31/4,4,UC Davis
00-0037075,Devonte Wyatt,GB,DL,95,1998-03-31,28,Aries,Tiger,Earth Tiger,Tiger,false,61/7,34/7,34/7,4,Georgia
00-0039272,Donovan Jennings,GB,OL,67,1999-11-24,26,Sagittarius,Rabbit,Earth Rabbit,Rabbit,false,63/9,36/9,36/9,2,University of South Florida
00-0039850,Edgerrin Cooper,GB,LB,56,2001-11-17,24,Scorpio,Snake,Metal Snake,Snake,false,31/4,13/4,13/4,2,Texas A&M
00-0039813,Evan Williams,GB,DB,33,2001-07-28,25,Leo,Snake,Metal Snake,Snake,false,38/11,20/2,20/2,2,Oregon; Fresno State
00-0036658,Isaiah McDuffie,GB,LB,58,1999-07-21,27,Cancer,Rabbit,Earth Rabbit,Rabbit,false,56/11,38/11,38/11,5,Boston College
00-0040948,J. Michael Sturdivant,GB,WR,87,2002-09-06,24,Virgo,Horse,Water Horse,Horse,false,19/10/1,19/10/1,19/10/1,0,Florida; UCLA; California
00-0039817,Jacob Monk,GB,OL,62,2001-06-04,25,Gemini,Snake,Metal Snake,Snake,false,13/4,13/4,13/4,2,Duke
00-0040884,Jager Burton,GB,OL,52,2002-08-24,24,Virgo,Horse,Water Horse,Horse,false,36/9,18/9,18/9,0,Kentucky
00-0039867,Javon Bullard,GB,DB,7,2002-09-05,24,Virgo,Horse,Water Horse,Horse,false,18/9,18/9,18/9,2,Georgia
00-0039146,Jayden Reed,GB,WR,11,2000-04-28,26,Taurus,Dragon,Metal Dragon,Dragon,false,34/7,16/7,16/7,3,Michigan State; Western Michigan
00-0037094,Jonathan Ford,GB,DL,96,1998-09-29,27,Libra,Tiger,Earth Tiger,Tiger,false,65/11,47/11,47/11,4,Miami
00-0033858,Jonnu Smith,GB,TE,18,1995-08-22,31,Leo,Pig,Wood Pig,Pig,false,54/9,36/9,36/9,9,Florida International
00-0036264,Jordan Love,GB,QB,10,1998-11-02,27,Scorpio,Tiger,Earth Tiger,Tiger,false,40/4,31/4,31/4,6,Utah State
00-0039904,Jordan Morgan,GB,OL,77,2001-08-04,25,Leo,Snake,Metal Snake,Snake,false,15/6,15/6,15/6,2,Arizona
00-0038589,Josh Whyle,GB,TE,81,1999-09-08,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,45/9,45/9,45/9,3,Cincinnati
00-0040142,Kaleb Johnson,GB,RB,26,2003-08-14,23,Leo,Goat,Water Goat,Goat,false,27/9,18/9,18/9,1,Iowa
00-0039831,Kamal Hadden,GB,DB,36,2001-01-17,25,Capricorn,Dragon,Metal Dragon,Snake,true,21/3,12/3,12/3,2,Tennessee; Independence Comm. College; Auburn
00-0038398,Karl Brooks,GB,DL,94,2000-05-08,26,Taurus,Dragon,Metal Dragon,Dragon,false,15/6,15/6,15/6,3,Bowling Green
00-0035133,Keisean Nixon,GB,DB,25,1997-06-22,29,Cancer,Ox,Fire Ox,Ox,false,54/9,36/9,36/9,7,South Carolina
00-0039818,Kitan Oladapo,GB,DB,27,2000-10-10,25,Libra,Dragon,Metal Dragon,Dragon,false,22,4,4,2,Oregon State
00-0039112,Lukas Van Ness,GB,LB,90,2001-07-06,25,Cancer,Snake,Metal Snake,Snake,false,16/7,16/7,16/7,3,Iowa
00-0040598,Mark Redman,GB,TE,86,2002-01-20,24,Aquarius,Snake,Metal Snake,Horse,true,25/7,7,7,1,Louisville; San Diego State
00-0039811,MarShawn Lloyd,GB,RB,32,2001-01-05,25,Capricorn,Dragon,Metal Dragon,Snake,true,9,9,9,2,USC; South Carolina
00-0040667,Matthew Golden,GB,WR,0,2003-08-01,23,Leo,Goat,Water Goat,Goat,false,14/5,14/5,14/5,1,Texas; Houston
00-0035118,Matthew Orzech,GB,LS,42,1995-04-12,31,Aries,Pig,Wood Pig,Pig,false,40/4,31/4,31/4,7,Azusa Pacific
00-0036648,Nick Niemann,GB,LB,31,1997-12-02,28,Sagittarius,Ox,Fire Ox,Ox,false,40/4,31/4,31/4,5,Iowa
00-0037076,Sean Rhyan,GB,OL,75,2000-09-15,26,Virgo,Dragon,Metal Dragon,Dragon,false,26/8,17/8,17/8,4,UCLA
00-0038090,Skyy Moore,GB,WR,23,2000-09-10,26,Virgo,Dragon,Metal Dragon,Dragon,false,21/3,12/3,12/3,4,Western Michigan
00-0040899,Trey Smack,GB,K,28,2003-07-12,23,Cancer,Goat,Water Goat,Goat,false,24/6,15/6,15/6,0,Florida
00-0038996,Tucker Kraft,GB,TE,85,2000-11-03,25,Scorpio,Dragon,Metal Dragon,Dragon,false,16/7,7,7,3,South Dakota State
00-0039812,Ty'Ron Hopper,GB,LB,59,2001-04-26,25,Taurus,Snake,Metal Snake,Snake,false,33,15/6,15/6,2,Missouri; Florida
00-0028118,Tyrod Taylor,GB,QB,6,1989-08-03,37,Leo,Snake,Earth Snake,Snake,false,38/11,38/11,38/11,15,Virginia Tech
00-0036388,Xavier McKinney,GB,DB,29,1999-08-09,27,Leo,Rabbit,Earth Rabbit,Rabbit,false,45/9,45/9,45/9,6,Alabama
00-0037817,Zach Bako-Bewele,GB,OL,50,1999-03-26,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,57/12/3,39/12/3,39/12/3,4,Wake Forest
00-0034431,Zaire Franklin,GB,LB,44,1996-07-02,30,Cancer,Rat,Fire Rat,Rat,false,34/7,34/7,34/7,8,Syracuse
00-0041449,Aiden Fisher,HOU,LB,59,2003-12-23,22,Capricorn,Goat,Water Goat,Goat,false,40/4,13/4,13/4,0,Indiana; James Madison
00-0040745,Aireontae Ersery,HOU,OL,79,2002-02-19,24,Pisces,Horse,Water Horse,Horse,false,25/7,16/7,16/7,1,Minnesota
00-0040409,Austin Brinkman,HOU,LS,40,2002-06-20,24,Gemini,Horse,Water Horse,Horse,false,30/3,12/3,12/3,1,West Virginia
00-0035166,Azeez Al-Shaair,HOU,LB,0,1997-08-04,29,Leo,Ox,Fire Ox,Ox,false,38/11,38/11,38/11,7,Florida Atlantic
00-0039857,Blake Fisher,HOU,OL,57,2003-03-25,23,Aries,Goat,Water Goat,Goat,false,33,15/6,15/6,2,Notre Dame
00-0039603,British Brooks,HOU,RB,44,1999-11-18,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,57/12/3,39/12/3,39/12/3,2,North Carolina
00-0039163,C.J. Stroud,HOU,QB,7,2001-10-03,24,Libra,Snake,Metal Snake,Snake,false,16/7,7,7,3,Ohio State
00-0039359,Cade Stover,HOU,TE,8,2000-06-12,26,Gemini,Dragon,Metal Dragon,Dragon,false,20/2,11,11,2,Ohio State
00-0039838,Calen Bullock,HOU,DB,2,2003-04-30,23,Taurus,Goat,Water Goat,Goat,false,39/12/3,12/3,12/3,2,USC
00-0034383,Dalton Schultz,HOU,TE,86,1996-07-11,30,Cancer,Rat,Fire Rat,Rat,false,43/7,34/7,34/7,8,Stanford
00-0031565,Danielle Hunter,HOU,DL,55,1994-10-29,31,Scorpio,Dog,Wood Dog,Dog,false,62/8,35/8,35/8,11,LSU
00-0035685,David Montgomery,HOU,RB,32,1997-06-07,29,Gemini,Ox,Fire Ox,Ox,false,39/12/3,39/12/3,39/12/3,7,Iowa State
00-0036898,Davis Mills,HOU,QB,10,1998-10-21,27,Libra,Tiger,Earth Tiger,Tiger,false,58/13/4,31/4,31/4,5,Stanford
00-0037237,Derek Stingley Jr.,HOU,DB,24,2001-06-20,25,Gemini,Snake,Metal Snake,Snake,false,29/11,11,11,4,LSU
00-0037082,Dominique Robinson,HOU,DL,94,1998-07-02,28,Cancer,Tiger,Earth Tiger,Tiger,false,36/9,36/9,36/9,4,Miami (Ohio)
00-0034495,Evan Brown,HOU,OL,63,1996-09-16,30,Virgo,Rat,Fire Rat,Rat,false,50/5,41/5,41/5,8,SMU
00-0041559,Febechi Nwaiwu,HOU,OL,64,2003-02-17,23,Aquarius,Goat,Water Goat,Goat,false,24/6,15/6,15/6,0,Oklahoma; North Texas
00-0034981,Foster Moreau,HOU,TE,87,1997-05-06,29,Taurus,Ox,Fire Ox,Ox,false,37/10/1,37/10/1,37/10/1,7,LSU
00-0034091,George Odum,HOU,DB,36,1993-11-03,32,Scorpio,Rooster,Water Rooster,Rooster,false,36/9,27/9,27/9,8,Central Arkansas
00-0039402,Jaden Crumedy,HOU,DL,95,2000-07-30,26,Leo,Dragon,Metal Dragon,Dragon,false,39/12/3,12/3,12/3,2,Mississippi State
00-0039030,Jake Andrews,HOU,OL,60,1999-11-11,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,50/5,32/5,32/5,3,Troy
00-0037457,Jake Hansen,HOU,LB,35,1998-06-19,28,Gemini,Tiger,Earth Tiger,Tiger,false,52/7,43/7,43/7,4,Illinois
00-0037246,Jalen Pitre,HOU,DB,5,1999-06-03,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,37/10/1,37/10/1,37/10/1,4,Baylor
00-0039395,Jamal Hill,HOU,LB,56,2001-04-01,25,Aries,Snake,Metal Snake,Snake,false,8,8,8,2,Oregon
00-0038728,Jared Wayne,HOU,WR,17,2000-10-07,25,Libra,Dragon,Metal Dragon,Dragon,false,19/10/1,10/1,10/1,3,Pittsburgh
00-0040138,Jaylin Noel,HOU,WR,13,2002-09-04,24,Virgo,Horse,Water Horse,Horse,false,17/8,17/8,17/8,1,Iowa State
00-0040149,Jaylin Smith,HOU,DB,22,2003-11-05,22,Scorpio,Goat,Water Goat,Goat,false,21/3,12/3,12/3,1,USC
00-0032726,Ka'imi Fairbairn,HOU,K,15,1994-01-29,32,Aquarius,Rooster,Water Rooster,Dog,true,53/8,35/8,35/8,10,UCLA
00-0040654,Kai Kroeger,HOU,P,38,2002-06-11,24,Gemini,Horse,Water Horse,Horse,false,21/3,12/3,12/3,1,South Carolina
00-0039343,Kamari Lassiter,HOU,DB,3,2003-01-23,23,Aquarius,Horse,Water Horse,Goat,true,29/11,11,11,2,Georgia
00-0041466,Kamari Ramsey,HOU,DB,27,2004-08-24,22,Virgo,Monkey,Wood Monkey,Monkey,false,38/11,20/2,20/2,0,USC; UCLA
00-0038608,Kayshon Boutte,HOU,WR,14,2002-05-07,24,Taurus,Horse,Water Horse,Horse,false,16/7,16/7,16/7,3,LSU
00-0041532,Keylan Rutledge,HOU,OL,66,2003-09-02,23,Virgo,Goat,Water Goat,Goat,false,16/7,16/7,16/7,0,Georgia Tech; Middle Tennessee State
00-0041467,Lewis Bond,HOU,WR,82,2003-05-29,23,Gemini,Goat,Water Goat,Goat,false,39/12/3,21/3,21/3,0,Boston College
00-0038127,Logan Hall,HOU,DL,96,2000-04-22,26,Taurus,Dragon,Metal Dragon,Dragon,false,28/10/1,10/1,10/1,4,Houston
00-0032265,Mario Edwards,HOU,DL,97,1994-01-25,32,Aquarius,Rooster,Water Rooster,Dog,true,49/13/4,31/4,31/4,11,Florida State
00-0041472,Marlin Klein,HOU,TE,83,2002-09-17,24,Virgo,Horse,Water Horse,Horse,false,30/3,21/3,21/3,0,Michigan
00-0037130,Reed Blankenship,HOU,DB,6,1999-03-02,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,33,33,33,4,Middle Tennessee State
00-0041305,Sabastian Harsh,HOU,DL,54,2001-11-28,24,Sagittarius,Snake,Metal Snake,Snake,false,42/6,15/6,15/6,0,N.C. State; Wyoming
00-0032759,Sheldon Rankins,HOU,DL,98,1994-04-02,32,Aries,Dog,Wood Dog,Dog,false,29/11,29/11,29/11,10,Louisville
00-0036883,Tommy Togiai,HOU,DL,72,1999-09-19,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,56/11,47/11,47/11,5,Ohio State
00-0034278,Tremon Smith,HOU,DB,11,1996-07-20,30,Cancer,Rat,Fire Rat,Rat,false,52/7,34/7,34/7,8,Central Arkansas
00-0032071,Trent Brown,HOU,OL,77,1993-04-13,33,Aries,Rooster,Water Rooster,Rooster,false,39/12/3,30/3,30/3,11,Florida; Georgia Military
00-0041465,Wade Woodaz,HOU,LB,30,2004-02-04,22,Aquarius,Monkey,Wood Monkey,Monkey,false,12/3,12/3,12/3,0,Clemson
00-0039108,Will Anderson Jr.,HOU,DL,51,2001-09-02,25,Virgo,Snake,Metal Snake,Snake,false,14/5,14/5,14/5,3,Alabama
00-0040583,Woody Marks,HOU,RB,4,2000-12-29,25,Capricorn,Dragon,Metal Dragon,Dragon,false,43/7,16/7,16/7,1,USC; Mississippi State
00-0034399,Wyatt Teller,HOU,OL,75,1994-11-21,31,Scorpio,Dog,Wood Dog,Dog,false,55/10/1,28/10/1,28/10/1,8,Virginia Tech
00-0038618,Xavier Hutchinson,HOU,WR,19,2000-06-01,26,Gemini,Dragon,Metal Dragon,Dragon,false,9,9,9,3,Iowa State
00-0041043,A.J. Haulcy,IND,DB,25,2004-01-10,22,Capricorn,Goat,Water Goat,Monkey,true,17/8,8,8,0,LSU; Houston; New Mexico
00-0039031,Adetomiwa Adebawore,IND,DL,95,2001-03-04,25,Pisces,Snake,Metal Snake,Snake,false,10/1,10/1,10/1,3,Northwestern
00-0036298,Akeem Davis-Gaither,IND,LB,51,1997-09-21,29,Virgo,Ox,Fire Ox,Ox,false,56/11,38/11,38/11,6,Appalachian State
00-0037664,Alec Pierce,IND,WR,14,2000-05-02,26,Taurus,Dragon,Metal Dragon,Dragon,false,9,9,9,4,Cincinnati
00-0037292,Andrew Ogletree,IND,TE,85,1998-07-28,28,Leo,Tiger,Earth Tiger,Tiger,false,62/8,44/8,44/8,4,Youngstown State
00-0039816,Anthony Gould,IND,WR,6,2001-04-06,25,Aries,Snake,Metal Snake,Snake,false,13/4,13/4,13/4,2,Oregon State
00-0039164,Anthony Richardson,IND,QB,5,2002-05-22,24,Gemini,Horse,Water Horse,Horse,false,31/4,13/4,13/4,3,Florida
00-0034825,Arden Key,IND,DL,98,1996-05-03,30,Taurus,Rat,Fire Rat,Rat,false,33,33,33,8,LSU
00-0037757,Bernhard Raimann,IND,OL,79,1997-09-23,28,Libra,Ox,Fire Ox,Ox,false,58/13/4,40/4,40/4,4,Central Michigan
00-0041518,Bryce Boettcher,IND,LB,50,2002-07-08,24,Cancer,Horse,Water Horse,Horse,false,19/10/1,19/10/1,19/10/1,0,Oregon
00-0041111,Caden Curry,IND,DL,55,2003-05-24,23,Gemini,Goat,Water Goat,Goat,false,34/7,16/7,16/7,0,Ohio State
00-0037753,Cam Taylor-Britt,IND,DB,29,1999-10-15,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,53/8,35/8,35/8,4,Nebraska
00-0036629,Camryn Bynum,IND,DB,0,1998-07-19,28,Cancer,Tiger,Earth Tiger,Tiger,false,53/8,44/8,44/8,5,California
00-0034573,Charvarius Ward,IND,DB,7,1996-05-16,30,Taurus,Rat,Fire Rat,Rat,false,46/10/1,37/10/1,37/10/1,8,Middle Tennessee State; Hinds CC
00-0041039,CJ Allen,IND,LB,53,2005-03-01,21,Pisces,Rooster,Wood Rooster,Rooster,false,11,11,11,0,Georgia
00-0035710,Daniel Jones,IND,QB,17,1997-05-27,29,Gemini,Ox,Fire Ox,Ox,false,58/13/4,40/4,40/4,7,Duke
00-0032378,DeForest Buckner,IND,DL,99,1994-03-17,32,Pisces,Dog,Wood Dog,Dog,false,43/7,34/7,34/7,10,Oregon
00-0041132,Deion Burks,IND,WR,80,2003-01-08,23,Capricorn,Horse,Water Horse,Goat,true,14/5,14/5,14/5,0,Oklahoma; Purdue
00-0033952,Grover Stewart,IND,DL,90,1993-10-20,32,Libra,Rooster,Water Rooster,Rooster,false,52/7,25/7,25/7,9,Albany State (GA)
00-0040235,Hunter Wohler,IND,DB,30,2003-01-12,23,Capricorn,Horse,Water Horse,Goat,true,18/9,9,9,1,Wisconsin
00-0041517,Jalen Farmer,IND,OL,62,2004-07-27,22,Leo,Monkey,Wood Monkey,Monkey,false,40/4,22,22,0,Kentucky
00-0040163,Jalen Travis,IND,OL,75,2002-04-19,24,Aries,Horse,Water Horse,Horse,false,27/9,18/9,18/9,1,Iowa State; Princeton
00-0040744,Jaylahn Tuimoloau,IND,DL,91,2003-05-10,23,Taurus,Goat,Water Goat,Goat,false,20/2,11,11,1,Ohio State
00-0039377,Jaylon Carlies,IND,LB,57,2001-09-13,25,Virgo,Snake,Metal Snake,Snake,false,25/7,16/7,16/7,2,Missouri
00-0035674,Jerry Tillery,IND,DL,94,1996-10-08,29,Libra,Rat,Fire Rat,Rat,false,43/7,34/7,34/7,7,Notre Dame
00-0034485,Jonathan Owens,IND,DB,38,1995-07-22,31,Cancer,Pig,Wood Pig,Pig,false,53/8,35/8,35/8,8,Missouri Western
00-0036223,Jonathan Taylor,IND,RB,28,1999-01-19,27,Capricorn,Tiger,Earth Tiger,Rabbit,true,48/12/3,39/12/3,39/12/3,6,Wisconsin
00-0038997,Josh Downs,IND,WR,2,2001-08-12,25,Leo,Snake,Metal Snake,Snake,false,23/5,14/5,14/5,3,North Carolina
00-0040139,Justin Walley,IND,DB,27,2002-09-22,24,Virgo,Horse,Water Horse,Horse,false,35/8,17/8,17/8,1,Minnesota
00-0040928,Kapena Gushiken,IND,DB,34,2002-08-15,24,Leo,Horse,Water Horse,Horse,false,27/9,18/9,18/9,0,Mississippi; Washington State; Saddleback Community College
00-0030279,Keenan Allen,IND,WR,10,1992-04-27,34,Taurus,Monkey,Water Monkey,Monkey,false,52/7,34/7,34/7,13,California
00-0039340,Laiatu Latu,IND,DL,97,2000-12-31,25,Capricorn,Dragon,Metal Dragon,Dragon,false,45/9,9,9,2,UCLA; Washington
00-0032951,Laquon Treadwell,IND,WR,13,1995-06-14,31,Gemini,Pig,Wood Pig,Pig,false,44/8,35/8,35/8,10,Mississippi
00-0032753,Luke Rhodes,IND,LS,46,1992-12-02,33,Sagittarius,Monkey,Water Monkey,Monkey,false,35/8,26/8,26/8,10,William & Mary
00-0037305,Luke Tenuta,IND,OL,67,1999-09-01,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,38/11,38/11,38/11,4,Virginia Tech
00-0039736,Matt Goncalves,IND,OL,71,2001-01-26,25,Aquarius,Snake,Metal Snake,Snake,false,30/3,12/3,12/3,2,Pittsburgh
00-0038107,Micheal Clemons,IND,DL,72,1997-08-21,29,Leo,Ox,Fire Ox,Ox,false,55/10/1,37/10/1,37/10/1,4,Texas A&M
00-0033217,Mo Alie-Cox,IND,TE,81,1993-09-19,33,Virgo,Rooster,Water Rooster,Rooster,false,50/5,41/5,41/5,9,Virginia Commonwealth Univ.
00-0034342,Quenton Nelson,IND,OL,56,1996-03-19,30,Pisces,Rat,Fire Rat,Rat,false,47/11,38/11,38/11,8,Notre Dame
00-0033269,Rigoberto Sanchez,IND,P,8,1994-09-08,32,Virgo,Dog,Wood Dog,Dog,false,40/4,40/4,40/4,9,Hawaii; Butte College
00-0037190,Sauce Gardner,IND,DB,1,2001-08-31,25,Virgo,Snake,Metal Snake,Snake,false,42/6,15/6,15/6,4,Cincinnati
00-0039876,Sedrick Van Pran-Granger,IND,OL,63,2001-10-23,24,Scorpio,Snake,Metal Snake,Snake,false,36/9,9,9,2,Georgia
00-0041125,Seth McGowan,IND,RB,20,2001-10-23,24,Scorpio,Snake,Metal Snake,Snake,false,36/9,9,9,0,Kentucky; New Mexico State; Butler University; Oklahoma
00-0039576,Spencer Shrader,IND,K,3,1999-05-19,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,52/7,43/7,43/7,2,Notre Dame; University of South Florida
00-0041227,Tahj Chambers,IND,LB,44,2000-04-09,26,Aries,Dragon,Metal Dragon,Dragon,false,15/6,15/6,15/6,0,Mississippi; Missouri State
00-0039744,Tanor Bortolini,IND,OL,60,2002-06-17,24,Gemini,Horse,Water Horse,Horse,false,27/9,18/9,18/9,2,Wisconsin
00-0040207,Tim Smith,IND,DL,93,2002-08-09,24,Leo,Horse,Water Horse,Horse,false,21/3,21/3,21/3,1,Alabama
00-0040128,Tyler Warren,IND,TE,84,2002-05-24,24,Gemini,Horse,Water Horse,Horse,false,33,15/6,15/6,1,Penn State
00-0041045,Albert Regis,JAX,DL,98,2003-05-17,23,Taurus,Goat,Water Goat,Goat,false,27/9,18/9,18/9,0,Texas A&M
00-0032104,Ameer Abdullah,JAX,RB,20,1993-06-13,33,Gemini,Rooster,Water Rooster,Rooster,false,41/5,32/5,32/5,11,Nebraska
00-0038934,Anton Harrison,JAX,OL,77,2002-02-02,24,Aquarius,Snake,Metal Snake,Horse,true,8,8,8,3,Oklahoma
00-0038596,Antonio Johnson,JAX,DB,6,2001-10-29,24,Scorpio,Snake,Metal Snake,Snake,false,42/6,15/6,15/6,3,Texas A&M
00-0032164,Arik Armstead,JAX,DL,91,1993-11-15,32,Scorpio,Rooster,Water Rooster,Rooster,false,48/12/3,30/3,30/3,11,Oregon
00-0040719,Bhayshul Tuten,JAX,RB,33,2002-02-14,24,Aquarius,Horse,Water Horse,Horse,false,20/2,11,11,1,Virginia Tech; North Carolina A&T
00-0040326,Branson Combs,JAX,LB,50,2000-07-14,26,Cancer,Dragon,Metal Dragon,Dragon,false,23/5,14/5,14/5,1,Wake Forest
00-0038935,Brenton Strange,JAX,TE,85,2000-12-27,25,Capricorn,Dragon,Metal Dragon,Dragon,false,41/5,14/5,14/5,3,Penn State
00-0039893,Brian Thomas Jr.,JAX,WR,7,2002-10-08,23,Libra,Horse,Water Horse,Horse,false,22,13/4,13/4,2,LSU
00-0041218,Bryan Thomas Jr.,JAX,DL,57,2004-06-28,22,Cancer,Monkey,Wood Monkey,Monkey,false,40/4,22,22,0,South Carolina
00-0040145,Caleb Ransaw,JAX,DB,27,2002-12-22,23,Capricorn,Horse,Water Horse,Horse,false,38/11,11,11,1,Tulane; Troy
00-0039409,Cam Little,JAX,K,39,2003-08-17,23,Leo,Goat,Water Goat,Goat,false,30/3,21/3,21/3,2,Arkansas
00-0038611,Chris Rodriguez Jr.,JAX,RB,24,1999-09-26,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,63/9,45/9,45/9,3,Kentucky
00-0038616,Christian Braswell,JAX,DB,21,1999-09-27,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,64/10/1,46/10/1,46/10/1,3,Rutgers; Temple
00-0036655,Cole Van Lanen,JAX,OL,70,1998-04-23,28,Taurus,Tiger,Earth Tiger,Tiger,false,54/9,36/9,36/9,5,Wisconsin
00-0040342,Danny Striggow,JAX,DL,92,2002-07-24,24,Leo,Horse,Water Horse,Horse,false,35/8,17/8,17/8,1,Minnesota
00-0036262,DaVon Hamilton,JAX,DL,52,1997-02-01,29,Aquarius,Rat,Fire Rat,Ox,true,29/11,29/11,29/11,6,Ohio State
00-0034473,Dennis Gardeck,JAX,LB,47,1994-08-09,32,Leo,Dog,Wood Dog,Dog,false,40/4,40/4,40/4,8,Sioux Falls; West Virginia State
00-0041050,Emmanuel Pregnon,JAX,OL,75,2002-02-14,24,Aquarius,Horse,Water Horse,Horse,false,20/2,11,11,0,Oregon; USC; Wyoming
00-0033038,Eric Murray,JAX,DB,29,1994-01-07,32,Capricorn,Rooster,Water Rooster,Dog,true,31/4,31/4,31/4,10,Minnesota
00-0036327,Ezra Cleveland,JAX,OL,76,1998-05-08,28,Taurus,Tiger,Earth Tiger,Tiger,false,40/4,40/4,40/4,6,Boise State
00-0034413,Foye Oluokun,JAX,LB,23,1995-08-02,31,Leo,Pig,Wood Pig,Pig,false,34/7,34/7,34/7,8,Yale
00-0035240,Jahlani Tavai,JAX,LB,31,1996-09-28,29,Libra,Rat,Fire Rat,Rat,false,62/8,44/8,44/8,7,Hawaii
00-0034960,Jakobi Meyers,JAX,WR,3,1996-11-09,29,Scorpio,Rat,Fire Rat,Rat,false,45/9,36/9,36/9,7,N.C. State
00-0040209,Jalen McLeod,JAX,LB,35,2002-06-05,24,Gemini,Horse,Water Horse,Horse,false,15/6,15/6,15/6,1,Auburn; Appalachian State
00-0039353,Jarrian Jones,JAX,DB,4,2001-05-08,25,Taurus,Snake,Metal Snake,Snake,false,16/7,16/7,16/7,2,Florida State; Mississippi State
00-0040227,Jonah Monheim,JAX,OL,60,2002-06-07,24,Gemini,Horse,Water Horse,Horse,false,17/8,17/8,17/8,1,USC
00-0041100,Josh Cameron,JAX,WR,19,2003-03-18,23,Pisces,Goat,Water Goat,Goat,false,26/8,17/8,17/8,0,Baylor
00-0035642,Josh Hines-Allen,JAX,DL,41,1997-07-13,29,Cancer,Ox,Fire Ox,Ox,false,46/10/1,37/10/1,37/10/1,7,Kentucky
00-0033928,Jourdan Lewis,JAX,DB,2,1995-08-31,31,Virgo,Pig,Wood Pig,Pig,false,63/9,36/9,36/9,9,Michigan
00-0040238,LeQuint Allen Jr.,JAX,RB,5,2004-08-05,22,Leo,Monkey,Wood Monkey,Monkey,false,19/10/1,19/10/1,19/10/1,1,Syracuse
00-0034437,Logan Cooke,JAX,P,9,1995-07-28,31,Leo,Pig,Wood Pig,Pig,false,59/14/5,41/5,41/5,8,Mississippi State
00-0034657,Matt Dickerson,JAX,DL,93,1995-11-09,30,Scorpio,Pig,Wood Pig,Pig,false,44/8,35/8,35/8,8,UCLA
00-0037313,Montaric Brown,JAX,DB,1,1999-08-24,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,60/6,42/6,42/6,4,Arkansas
00-0041503,Nate Boerkircher,JAX,TE,87,2001-09-04,25,Virgo,Snake,Metal Snake,Snake,false,16/7,16/7,16/7,0,Texas A&M; Nebraska
00-0033319,Nick Mullens,JAX,QB,14,1995-03-21,31,Aries,Pig,Wood Pig,Pig,false,48/12/3,30/3,30/3,9,Southern Mississippi
00-0038606,Parker Washington,JAX,WR,11,2002-03-21,24,Aries,Horse,Water Horse,Horse,false,28/10/1,10/1,10/1,3,Penn State
00-0036590,Quintin Morris,JAX,TE,80,1999-01-21,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,50/5,32/5,32/5,5,Bowling Green
00-0040213,Rayuan Lane III,JAX,DB,25,2003-07-21,23,Cancer,Goat,Water Goat,Goat,false,33,15/6,15/6,1,Navy
00-0036985,Robert Hainsey,JAX,OL,73,1998-08-12,28,Leo,Tiger,Earth Tiger,Tiger,false,47/11,38/11,38/11,5,Notre Dame
00-0035827,Ross Matiscik,JAX,LS,46,1996-09-13,30,Virgo,Rat,Fire Rat,Rat,false,47/11,38/11,38/11,6,Baylor
00-0039733,Ruke Orhorhoro,JAX,DL,99,2001-10-13,24,Libra,Snake,Metal Snake,Snake,false,26/8,8,8,2,Clemson
00-0040718,Travis Hunter,JAX,WR,12,2003-05-18,23,Taurus,Goat,Water Goat,Goat,false,28/10/1,19/10/1,19/10/1,1,Colorado; Jackson State University
00-0037235,Travon Walker,JAX,DL,44,2000-12-18,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,32/5,14/5,14/5,4,Georgia
00-0036971,Trevor Lawrence,JAX,QB,16,1999-10-06,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,44/8,35/8,35/8,5,Clemson
00-0038570,Ventrell Miller,JAX,LB,51,1999-01-15,27,Capricorn,Tiger,Earth Tiger,Rabbit,true,44/8,35/8,35/8,3,Florida
00-0036975,Walker Little,JAX,OL,72,1999-04-01,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,33,33,33,5,Stanford
